#x_rot,y_rot,z_rot,V_homo,V_lumo
8,4,0,0.017184,-0.017111
8,6,0,-0.017550,0.017250
8,8,0,0.018070,0.017425
8,10,0,-0.018748,0.017622
8,12,0,0.019586,0.017821
8,14,0,-0.020593,0.017997
8,16,0,-0.021776,0.018123
8,18,0,-0.023143,-0.018165
8,20,0,-0.024703,0.018081
8,22,0,0.026471,-0.017819
8,24,0,0.028466,-0.017305
8,26,0,0.030716,0.016450
8,28,0,-0.033263,0.015144
8,30,0,0.036169,-0.013257
8,32,0,0.039543,-0.010655
8,34,0,-0.043571,-0.007225
8,36,0,0.048501,-0.002936
8,38,0,-0.054219,0.002156
8,40,0,0.058762,-0.009475
8,42,0,0.062048,-0.020866
8,44,0,-0.063499,0.035619
8,46,0,-0.060497,0.051546
8,48,0,0.054771,0.065812
8,50,0,-0.054376,-0.076854
8,52,0,0.059057,0.078125
8,54,0,0.000000,0.000000
8,56,0,0.000000,0.000000
8,58,0,-0.071584,0.068556
8,60,0,0.072847,-0.028143
8,62,0,-0.063313,0.005434
8,64,0,0.047584,-0.000780
8,66,0,0.031802,0.004006
8,68,0,0.012978,0.019936
8,70,0,0.007311,0.028945
8,72,0,-0.026023,-0.028251
8,74,0,0.000000,0.000000
8,76,0,-0.052367,0.002665
8,78,0,-0.054001,0.000166
8,80,0,0.053133,0.000315
8,82,0,0.054313,0.001918
8,84,0,0.104730,0.015970
8,86,0,-0.105347,0.002809
8,88,0,0.000000,0.000000
8,90,0,0.000000,0.000000
10,0,0,-0.016998,0.017216
10,2,0,0.017069,0.017248
10,4,0,0.017283,0.017340
10,6,0,-0.017646,-0.017484
10,8,0,-0.018161,0.017665
10,10,0,0.018834,0.017867
10,12,0,0.019669,-0.018070
10,14,0,0.020675,0.018248
10,16,0,0.021858,0.018370
10,18,0,-0.023227,0.018403
10,20,0,0.024792,0.018305
10,22,0,-0.026567,-0.018020
10,24,0,-0.028576,-0.017475
10,26,0,0.030850,-0.016578
10,28,0,0.033439,0.015215
10,30,0,-0.036421,0.013260
10,32,0,-0.039933,0.010579
10,34,0,0.044211,-0.007071
10,36,0,0.049561,0.002714
10,38,0,-0.055788,-0.002458
10,40,0,0.061033,0.010221
10,42,0,0.065584,-0.022056
10,44,0,-0.068455,-0.036732
10,46,0,-0.066830,0.051663
10,48,0,0.061784,-0.064485
10,50,0,-0.060844,0.074411
10,52,0,0.062512,-0.074001
10,54,0,0.000000,0.000000
10,56,0,0.000000,0.000000
10,58,0,-0.065711,0.067299
10,60,0,0.000000,0.000000
10,62,0,0.055580,-0.002861
10,64,0,-0.039234,0.000025
10,66,0,0.024724,0.006162
10,68,0,0.006550,0.018400
10,70,0,-0.011987,-0.025273
10,72,0,-0.028108,-0.025227
10,74,0,0.042296,0.004888
10,76,0,0.053494,-0.001205
10,78,0,-0.054655,-0.000360
10,80,0,0.052253,-0.000063
10,82,0,0.051573,-0.001410
10,84,0,0.105337,0.012974
10,86,0,-0.046838,0.002821
10,88,0,-0.036776,0.003062
10,90,0,0.000000,0.000000
12,0,0,0.017117,-0.017478
12,2,0,-0.017188,-0.017510
12,4,0,0.017401,0.017605
12,6,0,-0.017763,-0.017751
12,8,0,0.018275,0.017936
12,10,0,-0.018945,-0.018142
12,12,0,-0.019777,0.018348
12,14,0,0.020779,0.018526
12,16,0,0.021960,-0.018645
12,18,0,-0.023329,-0.018669
12,20,0,0.024897,-0.018553
12,22,0,0.026680,0.018241
12,24,0,0.028705,0.017657
12,26,0,-0.031009,0.016708
12,28,0,0.033651,0.015279
12,30,0,0.036728,0.013243
12,32,0,-0.040413,0.010472
12,34,0,-0.044997,-0.006873
12,36,0,0.050844,-0.002431
12,38,0,-0.057648,-0.002890
12,40,0,0.063607,-0.011212
12,42,0,-0.069111,-0.023505
12,44,0,-0.073093,-0.037967
12,46,0,0.072605,0.051670
12,48,0,-0.067935,0.062956
12,50,0,0.065913,-0.071672
12,52,0,0.065479,-0.069820
12,54,0,0.000000,0.000000
12,56,0,0.091396,-0.081193
12,58,0,0.066298,0.046808
12,60,0,0.000000,0.000000
12,62,0,0.047765,-0.001062
12,64,0,0.031810,-0.001247
12,66,0,0.017998,-0.008457
12,68,0,0.000243,0.018214
12,70,0,0.000000,0.000000
12,72,0,-0.030341,0.022804
12,74,0,0.042029,-0.002025
12,76,0,-0.053489,0.000177
12,78,0,-0.055084,0.000284
12,80,0,-0.051031,-0.000102
12,82,0,0.048625,-0.001148
12,84,0,0.088574,0.012971
12,86,0,0.042163,0.002904
12,88,0,0.033279,0.003606
12,90,0,0.023097,-0.005665
14,0,0,0.017239,0.017779
14,2,0,-0.017310,0.017812
14,4,0,0.017524,-0.017907
14,6,0,-0.017886,-0.018055
14,8,0,-0.018399,0.018241
14,10,0,0.019067,0.018449
14,12,0,0.019896,-0.018655
14,14,0,0.020894,0.018833
14,16,0,0.022070,0.018947
14,18,0,-0.023436,-0.018958
14,20,0,0.025005,-0.018821
14,22,0,0.026796,-0.018476
14,24,0,-0.028840,0.017845
14,26,0,-0.031180,-0.016834
14,28,0,-0.033888,-0.015329
14,30,0,-0.037081,-0.013201
14,32,0,0.040976,0.010329
14,34,0,0.045923,0.006626
14,36,0,-0.052339,-0.002078
14,38,0,-0.059734,0.003475
14,40,0,0.066267,0.012462
14,42,0,-0.072420,0.025157
14,44,0,0.077330,-0.039164
14,46,0,-0.077839,-0.051361
14,48,0,0.073225,-0.061131
14,50,0,0.069720,0.068572
14,52,0,0.067903,0.065521
14,54,0,0.000000,0.000000
14,56,0,-0.086719,0.077547
14,58,0,0.061484,-0.045539
14,60,0,0.000000,0.000000
14,62,0,-0.039935,-0.000327
14,64,0,0.025145,0.003126
14,66,0,-0.011114,0.010781
14,68,0,0.006757,-0.018591
14,70,0,0.000000,0.000000
14,72,0,0.000000,0.000000
14,74,0,-0.041922,-0.002110
14,76,0,-0.052605,0.000073
14,78,0,-0.055357,-0.000217
14,80,0,-0.049608,-0.000697
14,82,0,-0.045617,-0.001002
14,84,0,0.000000,0.000000
14,86,0,-0.037950,-0.002994
14,88,0,-0.031122,-0.003955
14,90,0,0.022720,0.008346
16,0,0,0.017351,0.018121
16,2,0,-0.017422,-0.018154
16,4,0,-0.017637,-0.018250
16,6,0,0.018000,0.018398
16,8,0,-0.018515,-0.018583
16,10,0,0.019183,-0.018789
16,12,0,-0.020010,0.018993
16,14,0,-0.021003,0.019165
16,16,0,-0.022174,0.019270
16,18,0,-0.023535,0.019265
16,20,0,0.025103,0.019102
16,22,0,0.026902,0.018717
16,24,0,0.028966,-0.018032
16,26,0,0.031349,-0.016950
16,28,0,0.034134,0.015357
16,30,0,-0.037469,-0.013127
16,32,0,0.041612,0.010144
16,34,0,-0.046982,0.006323
16,36,0,-0.054022,-0.001645
16,38,0,-0.061951,-0.004244
16,40,0,-0.068811,0.013977
16,42,0,0.075355,-0.026922
16,44,0,-0.081130,0.040130
16,46,0,-0.082542,-0.050550
16,48,0,0.077600,-0.058934
16,50,0,0.072398,-0.065044
16,52,0,-0.069683,-0.061120
16,54,0,0.000000,0.000000
16,56,0,0.081509,0.073285
16,58,0,0.056548,0.045323
16,60,0,0.000000,0.000000
16,62,0,0.032271,0.000918
16,64,0,0.018845,0.005563
16,66,0,0.003760,-0.012935
16,68,0,-0.012509,-0.018888
16,70,0,0.000000,0.000000
16,72,0,0.000000,0.000000
16,74,0,-0.042706,0.007800
16,76,0,0.051513,-0.000579
16,78,0,0.055673,0.000625
16,80,0,-0.048186,0.001724
16,82,0,0.022062,0.028283
16,84,0,-0.070685,0.010199
16,86,0,-0.036029,-0.011224
16,88,0,0.014668,-0.011569
16,90,0,0.022479,0.007422
18,0,0,0.017446,0.018499
18,2,0,-0.017516,-0.018533
18,4,0,-0.017730,-0.018630
18,6,0,-0.018094,-0.018778
18,8,0,0.018610,0.018960
18,10,0,0.019280,-0.019159
18,12,0,-0.020105,0.019355
18,14,0,0.021094,0.019517
18,16,0,0.022259,0.019607
18,18,0,0.023613,-0.019581
18,20,0,0.025179,-0.019384
18,22,0,-0.026985,-0.018953
18,24,0,-0.029071,0.018205
18,26,0,-0.031502,-0.017044
18,28,0,0.034377,0.015355
18,30,0,-0.037875,-0.013015
18,32,0,0.042310,0.009909
18,34,0,-0.048162,0.005954
18,36,0,0.055858,0.001118
18,38,0,-0.064177,-0.005236
18,40,0,0.071063,-0.015739
18,42,0,0.077834,0.028679
18,44,0,0.084518,-0.040667
18,46,0,0.086723,-0.049122
18,48,0,0.080994,-0.056314
18,50,0,-0.074110,-0.061053
18,52,0,-0.070771,-0.056693
18,54,0,0.000000,0.000000
18,56,0,-0.075837,0.069202
18,58,0,-0.051376,0.045932
18,60,0,0.000000,0.000000
18,62,0,0.024918,-0.003056
18,64,0,0.012343,-0.008288
18,66,0,0.003521,-0.014544
18,68,0,0.017571,-0.018596
18,70,0,0.000000,0.000000
18,72,0,-0.039003,0.031208
18,74,0,-0.045229,0.015475
18,76,0,-0.051344,0.002834
18,78,0,0.056508,0.001610
18,80,0,0.047157,0.002822
18,82,0,0.039951,0.000917
18,84,0,0.000000,0.000000
18,86,0,0.038221,-0.010174
18,88,0,-0.051775,-0.005432
18,90,0,0.060413,-0.000000
20,0,0,-0.017514,-0.018903
20,2,0,-0.017583,0.018938
20,4,0,0.017796,-0.019037
20,6,0,0.018160,0.019183
20,8,0,0.018678,-0.019359
20,10,0,-0.019349,-0.019548
20,12,0,-0.020173,0.019730
20,14,0,0.021158,-0.019875
20,16,0,-0.022315,-0.019944
20,18,0,-0.023662,0.019889
20,20,0,0.025223,0.019653
20,22,0,0.027034,0.019169
20,24,0,0.029143,0.018352
20,26,0,0.031623,-0.017105
20,28,0,0.034598,0.015314
20,30,0,0.038286,0.012856
20,32,0,-0.043057,0.009617
20,34,0,-0.049448,0.005512
20,36,0,-0.057794,0.000481
20,38,0,0.066276,0.006487
20,40,0,0.072905,-0.017707
20,42,0,-0.079872,-0.030293
20,44,0,0.087580,-0.040602
20,46,0,-0.090366,-0.047084
20,48,0,0.083360,0.053233
20,50,0,-0.075040,0.056613
20,52,0,0.071192,-0.052323
20,54,0,0.000000,0.000000
20,56,0,0.077366,-0.056162
20,58,0,0.045840,0.047211
20,60,0,0.000000,0.000000
20,62,0,0.017858,-0.006900
20,64,0,0.005279,0.011024
20,66,0,0.009907,0.015426
20,68,0,0.000000,0.000000
20,70,0,0.000000,0.000000
20,72,0,-0.042998,0.045214
20,74,0,0.049973,-0.024990
20,76,0,-0.054354,-0.007909
20,78,0,-0.060433,0.003707
20,80,0,0.000000,0.000000
20,82,0,0.037453,0.001068
20,84,0,0.000000,0.000000
20,86,0,-0.039217,0.009161
20,88,0,0.052449,0.005269
20,90,0,-0.061183,-0.000000
22,0,0,0.017550,0.019320
22,2,0,-0.017619,-0.019355
22,4,0,0.017832,-0.019453
22,6,0,0.018195,0.019595
22,8,0,0.018712,-0.019762
22,10,0,-0.019383,0.019939
22,12,0,0.020205,-0.020103
22,14,0,0.021185,-0.020224
22,16,0,-0.022333,-0.020265
22,18,0,0.023671,-0.020173
22,20,0,0.025226,-0.019891
22,22,0,0.027039,0.019347
22,24,0,-0.029168,0.018455
22,26,0,0.031700,-0.017119
22,28,0,-0.034785,0.015222
22,30,0,0.038687,0.012640
22,32,0,0.043840,0.009257
22,34,0,-0.050819,-0.004983
22,36,0,-0.059760,-0.000291
22,38,0,0.068115,-0.008032
22,40,0,0.074312,0.019826
22,42,0,0.081578,-0.031658
22,44,0,-0.090448,0.039831
22,46,0,-0.093389,-0.044579
22,48,0,-0.084700,0.049662
22,50,0,-0.075375,-0.051794
22,52,0,0.071041,-0.048069
22,54,0,0.000000,0.000000
22,56,0,0.072009,-0.055805
22,58,0,-0.039798,-0.049047
22,60,0,0.023245,-0.030451
22,62,0,0.010943,-0.012748
22,64,0,-0.001997,0.013679
22,66,0,0.015160,-0.015548
22,68,0,0.025120,-0.015179
22,70,0,0.000000,0.000000
22,72,0,0.000000,0.000000
22,74,0,0.056430,0.034804
22,76,0,-0.062287,-0.017154
22,78,0,0.070419,-0.012154
22,80,0,0.000000,0.000000
22,82,0,0.000000,0.000000
22,84,0,0.000000,0.000000
22,86,0,-0.039359,0.008291
22,88,0,0.014314,-0.013441
22,90,0,-0.061741,-0.000000
24,0,0,0.017550,-0.019729
24,2,0,-0.017620,0.019763
24,4,0,-0.017831,-0.019857
24,6,0,-0.018193,0.019994
24,8,0,0.018708,0.020151
24,10,0,0.019375,0.020313
24,12,0,-0.020192,-0.020455
24,14,0,0.021164,-0.020548
24,16,0,0.022303,-0.020552
24,18,0,0.023629,-0.020417
24,20,0,-0.025175,0.020081
24,22,0,0.026987,-0.019470
24,24,0,-0.029132,0.018499
24,26,0,-0.031715,0.017070
24,28,0,-0.034920,-0.015064
24,30,0,-0.039063,-0.012356
24,32,0,-0.044646,0.008818
24,34,0,0.052245,-0.004354
24,36,0,0.061671,0.001230
24,38,0,-0.069599,-0.009900
24,40,0,-0.075370,0.022048
24,42,0,0.083126,0.032687
24,44,0,0.093259,0.038357
24,46,0,-0.095597,-0.041807
24,48,0,0.085078,0.045581
24,50,0,0.075278,-0.046686
24,52,0,-0.070462,-0.043960
24,54,0,-0.069249,-0.055426
24,56,0,-0.066250,-0.055996
24,58,0,-0.033103,0.051293
24,60,0,0.016178,-0.036386
24,62,0,0.004321,-0.020687
24,64,0,0.008445,-0.016658
24,66,0,-0.019164,0.014989
24,68,0,0.029301,0.013169
24,70,0,0.000000,0.000000
24,72,0,0.054398,-0.065349
24,74,0,-0.063135,0.038450
24,76,0,0.071609,0.028740
24,78,0,0.079168,0.023526
24,80,0,-0.056844,0.020251
24,82,0,0.035145,0.002344
24,84,0,0.000000,0.000000
24,86,0,-0.038854,0.007589
24,88,0,0.013730,-0.014145
24,90,0,-0.062135,0.000000
26,0,0,0.017507,0.020109
26,2,0,0.017576,-0.020141
26,4,0,0.017787,-0.020231
26,6,0,0.018145,0.020360
26,8,0,0.018655,0.020507
26,10,0,-0.019314,0.020652
26,12,0,-0.020122,-0.020769
26,14,0,0.021083,-0.020830
26,16,0,-0.022208,0.020792
26,18,0,-0.023520,0.020605
26,20,0,0.025053,-0.020207
26,22,0,-0.026860,-0.019523
26,24,0,-0.029018,0.018468
26,26,0,0.031652,-0.016943
26,28,0,0.034985,0.014830
26,30,0,-0.039399,0.011991
26,32,0,0.045456,0.008285
26,34,0,-0.053682,-0.003606
26,36,0,-0.063434,-0.002382
26,38,0,0.070710,0.012121
26,40,0,-0.076264,0.024349
26,42,0,-0.084712,0.033349
26,44,0,-0.096112,-0.036349
26,46,0,-0.096664,0.038882
26,48,0,0.084612,0.040999
26,50,0,0.074873,-0.041370
26,52,0,0.069609,0.039996
26,54,0,0.066869,-0.056375
26,56,0,-0.060530,0.056549
26,58,0,0.025667,-0.053727
26,60,0,-0.009006,0.042113
26,62,0,0.002558,-0.029822
26,64,0,0.014098,-0.020741
26,66,0,0.023672,0.014800
26,68,0,0.033693,-0.010782
26,70,0,0.000000,0.000000
26,72,0,0.000000,0.000000
26,74,0,0.000000,0.000000
26,76,0,0.078138,-0.036880
26,78,0,0.084103,0.033460
26,80,0,-0.058393,-0.030659
26,82,0,-0.034241,0.002985
26,84,0,0.000000,0.000000
26,86,0,-0.009776,-0.006070
26,88,0,-0.012880,-0.014958
26,90,0,0.062425,-0.000000
28,0,0,-0.017405,-0.020443
28,2,0,-0.017474,-0.020474
28,4,0,0.017683,-0.020559
28,6,0,0.018037,-0.020679
28,8,0,-0.018538,0.020814
28,10,0,-0.019186,0.020940
28,12,0,0.019980,-0.021031
28,14,0,-0.020925,-0.021054
28,16,0,0.022033,0.020969
28,18,0,0.023327,0.020723
28,20,0,0.024844,-0.020254
28,22,0,0.026642,0.019490
28,24,0,-0.028807,0.018348
28,26,0,0.031489,-0.016728
28,28,0,0.034959,0.014508
28,30,0,0.039673,-0.011536
28,32,0,0.046241,0.007648
28,34,0,-0.055070,-0.002722
28,36,0,0.064965,0.003816
28,38,0,0.071544,0.014739
28,40,0,-0.077243,0.026743
28,42,0,-0.086523,-0.033683
28,44,0,-0.098964,-0.034176
28,46,0,0.096250,0.035734
28,48,0,0.083451,-0.035957
28,50,0,0.074240,-0.035918
28,52,0,0.000000,0.000000
28,54,0,0.063353,-0.055433
28,56,0,0.055367,0.057241
28,58,0,0.017445,0.056023
28,60,0,-0.001682,0.047483
28,62,0,0.009623,-0.037613
28,64,0,-0.019836,-0.026707
28,66,0,-0.028469,0.014917
28,68,0,0.038389,-0.008079
28,70,0,0.051134,-0.055347
28,72,0,0.000000,0.000000
28,74,0,0.000000,0.000000
28,76,0,0.080393,-0.046804
28,78,0,0.084770,-0.032626
28,80,0,0.059575,-0.036601
28,82,0,-0.033551,0.003080
28,84,0,0.000000,0.000000
28,86,0,-0.006276,-0.005797
28,88,0,-0.011874,-0.015815
28,90,0,0.062680,0.000000
30,0,0,0.017226,-0.020718
30,2,0,-0.017294,-0.020746
30,4,0,0.017500,0.020825
30,6,0,-0.017849,0.020935
30,8,0,0.018340,0.021056
30,10,0,0.018974,-0.021161
30,12,0,0.019751,0.021223
30,14,0,0.020675,-0.021206
30,16,0,-0.021761,0.021067
30,18,0,0.023033,0.020754
30,20,0,-0.024530,0.020208
30,22,0,-0.026312,-0.019359
30,24,0,-0.028476,0.018127
30,26,0,-0.031201,-0.016414
30,28,0,0.034815,-0.014092
30,30,0,-0.039858,0.010983
30,32,0,0.046962,-0.006894
30,34,0,0.056341,-0.001675
30,36,0,0.066207,-0.005643
30,38,0,0.072322,0.017828
30,40,0,0.078580,0.029314
30,42,0,-0.088752,-0.033827
30,44,0,0.101432,0.032323
30,46,0,-0.094211,-0.032183
30,48,0,0.081743,0.030538
30,50,0,0.073408,-0.030310
30,52,0,0.000000,0.000000
30,54,0,0.060215,-0.055351
30,56,0,-0.051151,-0.057832
30,58,0,0.000000,0.000000
30,60,0,-0.005763,0.052774
30,62,0,0.016367,0.043739
30,64,0,-0.025589,-0.033005
30,66,0,0.033620,0.015524
30,68,0,0.037850,-0.048416
30,70,0,0.056766,0.054975
30,72,0,0.000000,0.000000
30,74,0,0.000000,0.000000
30,76,0,-0.083581,-0.017871
30,78,0,0.084736,-0.026991
30,80,0,-0.061974,-0.035730
30,82,0,-0.033078,-0.002837
30,84,0,0.000000,0.000000
30,86,0,-0.033632,0.001245
30,88,0,-0.010831,-0.016669
30,90,0,0.000000,0.000000
32,0,0,-0.016950,-0.020916
32,2,0,-0.017017,0.020942
32,4,0,-0.017221,0.021012
32,6,0,0.017563,-0.021112
32,8,0,-0.018043,-0.021217
32,10,0,-0.018660,-0.021300
32,12,0,0.019417,-0.021329
32,14,0,0.020318,-0.021267
32,16,0,0.021378,-0.021069
32,18,0,0.022624,0.020684
32,20,0,0.024095,-0.020055
32,22,0,-0.025853,0.019117
32,24,0,-0.028004,0.017797
32,26,0,0.030759,-0.015998
32,28,0,0.034524,-0.013581
32,30,0,-0.039924,0.010330
32,32,0,-0.047571,0.006013
32,34,0,-0.057430,0.000431
32,36,0,-0.067161,-0.008044
32,38,0,0.073373,0.021516
32,40,0,-0.080528,0.032214
32,42,0,-0.091607,-0.034060
32,44,0,0.102514,0.031035
32,46,0,-0.090761,-0.028112
32,48,0,0.079627,-0.024874
32,50,0,-0.072393,0.024521
32,52,0,0.000000,0.000000
32,54,0,0.057643,-0.055973
32,56,0,0.038691,-0.053198
32,58,0,0.004043,0.061215
32,60,0,-0.013305,0.057320
32,62,0,-0.022692,0.048551
32,64,0,0.031247,0.037945
32,66,0,0.039154,-0.016702
32,68,0,-0.042581,-0.050455
32,70,0,-0.061229,-0.053774
32,72,0,0.070309,0.046665
32,74,0,0.000000,0.000000
32,76,0,0.082871,-0.016043
32,78,0,0.084477,0.029107
32,80,0,0.068011,0.032780
32,82,0,0.000000,0.000000
32,84,0,0.000000,0.000000
32,86,0,0.036464,0.001556
32,88,0,-0.009820,0.017568
32,90,0,-0.000000,0.000000
34,0,0,0.016562,-0.021015
34,2,0,0.016629,0.021038
34,4,0,-0.016830,-0.021101
34,6,0,0.017164,-0.021188
34,8,0,-0.017631,-0.021276
34,10,0,0.018230,-0.021335
34,12,0,0.018963,0.021330
34,14,0,-0.019838,-0.021219
34,16,0,0.020870,-0.020958
34,18,0,-0.022085,0.020496
34,20,0,0.023523,0.019782
34,22,0,0.025245,-0.018758
34,24,0,-0.027366,0.017355
34,26,0,0.030135,0.015480
34,28,0,-0.034052,0.012976
34,30,0,-0.039834,0.009577
34,32,0,-0.048011,0.004996
34,34,0,-0.058281,0.001072
34,36,0,0.067931,0.011280
34,38,0,-0.075040,-0.025976
34,40,0,-0.083294,-0.035681
34,42,0,0.095184,0.034796
34,44,0,-0.100813,0.029897
34,46,0,0.086425,0.023574
34,48,0,0.077244,-0.019049
34,50,0,0.071202,-0.018413
34,52,0,0.000000,0.000000
34,54,0,0.055748,0.057126
34,56,0,0.038474,-0.057015
34,58,0,-0.016733,0.064526
34,60,0,0.020970,-0.061040
34,62,0,0.028702,-0.052259
34,64,0,0.036799,0.041108
34,66,0,-0.044971,-0.018135
34,68,0,0.000000,0.000000
34,70,0,-0.063629,0.050025
34,72,0,0.000000,0.000000
34,74,0,-0.075105,-0.005256
34,76,0,0.079792,-0.010309
34,78,0,-0.080577,0.030168
34,80,0,-0.075303,0.031689
34,82,0,0.000000,0.000000
34,84,0,0.004933,0.010821
